Module	Size	Score	Density	Genes	Up_Count	Down_Count
Module_1	10	4.8889	0.4889	ADIPOQ,ANGPTL4,APOE,BCL2,CXCL13,CXCR4,HMOX1,PDK4,PLIN1,RBP4	4	6
