logFC	AveExpr	t	P.Value	adj.P.Val	B	Gene	regulation
-0.445291491227284	6.18953471018046	-9.4544658685118	6.33183115616833e-18	3.58058844203715e-17	29.5171677571328	RSPO1	Down
-0.436275300166535	9.3821145440233	-9.45292638708594	6.39770221384928e-18	3.61682476318088e-17	29.5069012847724	VPS13C	Down
0.476654832228413	8.94735296608044	9.44993727964074	6.52755084846202e-18	3.68919923092808e-17	29.4869695046739	UBALD2	Up
0.40780748381657	9.92123824463901	9.44975738617569	6.53544856499157e-18	3.69262904086341e-17	29.4857700319343	NELFCD	Up
-0.778599895450141	6.70007170043175	-9.4484362327686	6.59374182145579e-18	3.72452322024481e-17	29.4769612829715	SMA4	Down
-0.338340000948377	11.0229112429226	-9.44779445274139	6.6222452877586e-18	3.73957728305652e-17	29.4726824153053	PNRC1	Down
-0.341362974658424	7.08420155047784	-9.44699875275755	6.6577549201702e-18	3.75834400830479e-17	29.4673774984394	CTIF	Down
0.372252103248369	11.0526454442119	9.44696642141553	6.65920176228762e-18	3.75834400830479e-17	29.4671619498274	SRSF7	Up
-0.356314746772241	8.82437300004067	-9.4459255388554	6.7059490820695e-18	3.78366964977136e-17	29.4602226891133	MLLT10	Down
0.285797852530885	5.59357829948715	9.44557407273748	6.72180740426148e-18	3.79155763836912e-17	29.4578796371132	HES6	Up
-0.56201807420393	8.24964701130447	-9.4450204194952	6.74686414515848e-18	3.80462830621395e-17	29.4541887747409	BEX4	Down
-0.488297227076826	6.5171096889288	-9.44440667774415	6.77474882415931e-18	3.81928593303904e-17	29.4500974423923	ABAT	Down
0.308172091892616	9.85140288143008	9.44398969342911	6.7937593648119e-18	3.82893394910169e-17	29.4473177984115	UBE2D2	Up
-0.404909893135938	8.77603471091137	-9.44373251946461	6.80551048913261e-18	3.83448634537005e-17	29.4456034852801	ZCCHC7	Down
-0.392197441775887	6.69749114580149	-9.44356851051148	6.81301514526054e-18	3.83764368729129e-17	29.4445102169441	DZIP1	Down
-0.469826293905459	7.69636304595671	-9.44346399156247	6.81780197202905e-18	3.83926879250551e-17	29.4438135074379	MSANTD4	Down
-0.361209855745033	8.96804925730003	-9.44306811156948	6.83596306895148e-18	3.8484222653651e-17	29.4411746521396	BAZ2B	Down
0.393940388967022	7.3995945372484	9.44123650716593	6.92061623204997e-18	3.89499304412112e-17	29.4289661364893	DGAT1	Up
-0.374850363389553	6.4745013956801	-9.43836709922498	7.05533400141884e-18	3.96970687905919e-17	29.4098421036406	ZNF416	Down
0.480086857494689	9.92709029967898	9.43794550369688	7.07534617012864e-18	3.97985757822672e-17	29.4070324527504	DNAJC15	Up
-0.364426834783169	6.45210278873772	-9.43728688138601	7.10672242254767e-18	3.99571085595263e-17	29.4026432799139	FAHD2CP	Down
-0.58677782071223	6.28707370620277	-9.43727083777675	7.10748845042892e-18	3.99571085595263e-17	29.4025363640871	AS3MT	Down
-0.884750248573898	8.695359241831	-9.43712749218857	7.11433635892454e-18	3.99844717188108e-17	29.4015811015193	FOXO1	Down
0.356230236948586	7.32837846456636	9.4369615101691	7.12227384842e-18	4.00179416787929e-17	29.4004749959611	FBXO4	Up
-0.359405728890971	7.56551477682699	-9.43577251892386	7.17939098621572e-18	4.03276419670904e-17	29.3925517801093	GCFC2	Down
0.356480998515487	6.23701347871683	9.43567109084765	7.18428444284048e-18	4.03439038475838e-17	29.3918759011568	MOCS3	Up
-0.35633766288853	8.63827696278081	-9.43534831503124	7.19987902110467e-18	4.04202329471805e-17	29.3897250629373	GIT2	Down
0.768885757379096	6.0049496498154	9.42686003638876	7.62227814021283e-18	4.27796917138217e-17	29.3331736191827	ITK	Up
0.372543730706255	9.64846102816358	9.42530408903273	7.70233532286828e-18	4.32169943018524e-17	29.3228096861621	CD58	Up
1.24324703661841	4.77087304493964	9.41920802824783	8.02412415414299e-18	4.50100078977046e-17	29.2822114682086	CXCL11	Up
0.559078662331307	6.68040759341565	9.41827046601793	8.07478628818764e-18	4.52816071072034e-17	29.2759684942263	DOCK10	Up
-0.531292648319332	7.79835375462788	-9.41803050610128	8.08780378065117e-18	4.53420113090213e-17	29.2743707067132	MMRN2	Down
0.335159351249975	8.29443640258383	9.41791048422421	8.09432262363899e-18	4.53659592243265e-17	29.2735715400842	MED14	Up
-0.298043565681844	6.26479262510996	-9.41590046175063	8.20427382209864e-18	4.59694365585699e-17	29.2601884084363	ZNF254	Down
-0.52684016802449	5.90618044644702	-9.41409958710886	8.30404434916953e-18	4.65155514209308e-17	29.2481988176031	PRKD1	Down
-0.710810330073115	10.6800545601636	-9.41331698042358	8.34777665097838e-18	4.67475492454789e-17	29.2429887897557	FKBP5	Down
-0.471820568414829	7.89398683175115	-9.41180917688089	8.43267950568466e-18	4.72099095565064e-17	29.2329514270154	MAPKAPK5-AS1	Down
-0.366784502310702	10.8158421993637	-9.41041213588767	8.51211115013576e-18	4.76413917102691e-17	29.2236519919795	CLIC4	Down
